Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,97.9955825805664,19.034392632378474,19.0704345703125,"tensor([7.6817e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the burner I imagined it would be. I'm also not Alibaba about the character's emotionalpitehower it really is just a",0,0,161.8135528564453,20.257630750868056,19.0704345703125,"tensor([3.7334e-33], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an allickenaround good read declines but not quite thester I dreamed it would be. I'm also not sure about the character's emotional state: it really is just a,0,0,184.45147705078125,20.819900173611114,19.0704345703125,"tensor([4.2599e-43], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around gooditaire, but not quite the book I imagined it would be. I'm also not sure about the character's incorporeson: it really is just a",0,0,150.59510803222656,23.418077256944446,36.71089553833008,"tensor([4.7853e-26], device='cuda:0', grad_fn=<ExpBackward0>)",0
" iman all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,131.36651611328125,22.799517144097223,36.71089553833008,"tensor([2.0491e-17], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the opin I imagined it would be. I'm also not sure about the character'sgovtrack state: it really is just a",0,0,153.09446716308594,20.392567274305556,36.71089553833008,"tensor([8.6856e-26], device='cuda:0', grad_fn=<ExpBackward0>)",0
"◼an all-around good read, but not quite the Volks Iioned it would be. I'm also not sure about Danger character's emotional state: it really is just a",0,0,197.4973907470703,20.09606119791667,36.71089553833008,"tensor([7.0065e-45], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book Ithink it would beares I'm also not sure about the characteruman emotional state: it really is just a",0,0,165.13739013671875,18.813707139756946,36.71089553833008,"tensor([2.4455e-30], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,106.16313171386719,16.494761827256944,36.71089553833008,"tensor([0.0009], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's""]=> state: it really is just a",0,0,129.18890380859375,22.03630913628472,36.71089553833008,"tensor([4.4966e-16], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readESE but not quite the book I imagined it would beSE I'm also not sure about the character's emotional state:itter really is just a,0,0,162.0673370361328,17.74799262152778,36.71089553833008,"tensor([1.2772e-28], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I dreamed it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,107.60398864746094,24.541097005208336,36.71089553833008,"tensor([7.3000e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read BIT but not quite the book I imagined it would be. I'm also not sure about the characteraristjah state: it really is just a,0,0,168.29075622558594,19.95594482421875,36.71089553833008,"tensor([3.0522e-32], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character'sexternalActionCodeaul: it really is just a",0,0,136.7387237548828,23.01812065972222,63.00639343261719,"tensor([1.7550e-14], device='cuda:0', grad_fn=<ExpBackward0>)",0
" anpan-around good read, but not quite the flap I imagined it would be. I'm also not sure about the character [& cerv state: it really is just a",0,0,207.0015106201172,24.644466145833334,63.00639343261719,"tensor([1.4013e-45], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: ever really is just a",0,0,130.52699279785156,25.81669921875,63.00639343261719,"tensor([4.8661e-13], device='cuda:0', grad_fn=<ExpBackward0>)",0
 ItemImage all-around good readawn but not quite thenee I imagined it would be. I'm also not sure about the character's emotional state: it really is just a,0,0,190.71014404296875,22.5403564453125,63.00639343261719,"tensor([9.6008e-38], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all successorsaround good read, but not quite the book I imagined it wouldrouse. I'm also not sure about the character's emotional state: it really is just a",0,0,179.64364624023438,23.818109809027778,63.00639343261719,"tensor([1.4837e-33], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around goodrite, but not quite the book I imagined it would be. I'm also notetheless about the character's emotional state: it really is just a",0,0,162.3876953125,19.189211697048613,63.00639343261719,"tensor([5.2877e-24], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character'sRain state: it really is just a",0,0,150.9844512939453,28.288368055555555,63.00639343261719,"tensor([4.8564e-23], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an allversearound good readth but not quite therift I imagined it would be. I'm also notIJ about the character'swcsstore state: it really is just a,0,0,227.00975036621094,22.37337375217014,63.00639343261719,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. Fry'm also Pengu sure about the character'sjad state: it really is just a",0,0,205.02133178710938,20.84874267578125,63.00639343261719,"tensor([2.9708e-43], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readnaires but not quite the book I imagined it would be. I'm also not sure about the character'swcsstore stateXX it really is just a,0,0,171.38861083984375,26.21196017795139,63.00639343261719,"tensor([5.6172e-31], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around goodridge, but not quite the book Saur imagined it would be. I'm also notbean about the character's lapt state: it really is just a",0,0,220.2017364501953,22.038821072048613,98.05733489990234,"tensor([2.4943e-43], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I dreamed it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,134.86929321289062,26.238433159722224,98.05733489990234,"tensor([4.1896e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all wormaround good read, but not quite the book Ihell it would be. I'm now notimir about the character's podium state: it really is just a",0,0,239.449951171875,20.952421061197917,98.05733489990234,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the Greenland I imagined it would be. I'm also not sure about the character's GDDR state: it really is just a",0,0,182.21876525878906,26.672569444444445,98.05733489990234,"tensor([8.6533e-29], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite theabel I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,156.22804260253906,21.980078125000002,98.05733489990234,"tensor([1.6039e-15], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,134.56654357910156,21.5010009765625,98.05733489990234,"tensor([6.4787e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's surpr state: it really is just a",0,0,164.76080322265625,23.774164496527778,98.05733489990234,"tensor([4.8555e-20], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite thetainment I dreamed it would be. I'm also notbill abouteousarityary emotional state: it really is just a",0,0,201.3743438720703,22.85907660590278,98.05733489990234,"tensor([1.7851e-35], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an allereraround good read, but not quite the book I dreamed it would be. I'm also not]= about the character'syip state: it really is just a",0,0,229.26797485351562,26.01803927951389,98.05733489990234,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
  DOI all-around good readmails but not quite the book I imagined it would be. I'm also not sure about the character's ecstatic stateLago it really is just a,0,0,206.25827026367188,22.379010687934027,98.05733489990234,"tensor([2.3759e-37], device='cuda:0', grad_fn=<ExpBackward0>)",0
"��ahime allimonyaround goodposts, but not quite the book I imagined it would be. I'm also not sure about the character's Lauder state: it really is just a",0,0,247.50845336914062,25.20763346354167,141.79876708984375,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,154.81884765625,31.136317274305558,141.79876708984375,"tensor([4.5777e-10], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I thought it would be. I'm also not sure about the character's corridsburg: itrier is just a",0,0,207.13104248046875,27.637849934895833,141.79876708984375,"tensor([3.0916e-31], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's Melania state: it really is just a",0,0,183.5669708251953,26.437803819444447,141.79876708984375,"tensor([1.4533e-20], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the enthusi I imagined it would be. I'm also not sure about the character's emotional state: it really isBer a",0,0,157.70204162597656,25.661968315972224,141.79876708984375,"tensor([6.4320e-09], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's candles state: it really is just a",0,0,155.81419372558594,30.949186197916667,141.79876708984375,"tensor([1.8523e-10], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readeer but not quite the book I dreamed it would be. I'm also not sure about NAD character's emotional state: it really is just a,0,0,198.71353149414062,26.695144314236114,141.79876708984375,"tensor([2.8064e-27], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is just a",0,0,154.81887817382812,23.62609049479167,141.79876708984375,"tensor([7.5910e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
roredan all-around good read. but not quite the book I imagined it would be. I'm also not sure about the Spani's Lauder blindnessvern it really is just a,0,0,243.72406005859375,26.950640190972223,141.79876708984375,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" JPMan all-around good read, but not quite the Pradesh I imagined it would be. I'mbs not sure about the characterji emotional state: it really is just Argent",0,0,189.14393615722656,29.6553466796875,141.79876708984375,"tensor([2.4805e-24], device='cuda:0', grad_fn=<ExpBackward0>)",0
 oir all-around good readfather but not quite the book I imagined it would be. I'm also not tatt about the character'swcsstore state: it Barbie is just a,0,0,295.2889404296875,23.584548611111114,193.94615173339844,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
"zynskian allwatersaround good read, but not quite the book I imagined it would be. I'm also not sure about the character's emotional state: it really is dividends a",0,0,182.40174865722656,29.890974934895834,193.94615173339844,"tensor([4.9280e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
"ilandan all-around good read, but not quite the book I imagined it would becro I'm also notongs about the Attributes'sexternalActionCode state: it really isjoy a",0,0,169.490966796875,41.41043294270833,193.94615173339844,"tensor([1.8515e-10], device='cuda:0', grad_fn=<ExpBackward0>)",0
"soDeliveryDatean all-around good read, but not quite the book I surpr it would be. I� also not sure about the character's emotional state, it,"" is just a",0,0,284.7220458984375,21.46776123046875,193.94615173339844,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around goodchwitz, but not quite the book I dreamed it would be. I'm also not sure about the character's hijab Takeru: it really is just a",0,0,243.94635009765625,26.473350694444445,193.94615173339844,"tensor([2.9803e-36], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good Cosmos, but not quite the book I imagined it would be. I'm also not sure about the character's Tuls龍喚士: it really is Machines a",0,0,231.3240966796875,28.313066948784723,193.94615173339844,"tensor([1.3211e-31], device='cuda:0', grad_fn=<ExpBackward0>)",0
" phen all- Authorization good read, but not quite the book I imagined it would be. I'm also not sure about theebook's Ukrain nodd: it really is just an",0,0,274.435546875,28.35229220920139,193.94615173339844,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
soDeliveryDate20439 all-xit good read clad but not quite the book I imagined it would be. I'm also notoing about the character's ILCS citypain it really is permitting a,0,0,371.76947021484375,32.330463324652776,193.94615173339844,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also not sure Pioneer the character's gust state: suffice really the just a",0,0,207.83160400390625,27.910120985243058,193.94615173339844,"tensor([3.1893e-21], device='cuda:0', grad_fn=<ExpBackward0>)",0
"Secretan all-truth good read, but not quite the Accord I imagined it would be. I'm also not sure about the character's emotion state: it really is just a",0,0,236.32962036132812,25.247837999131946,193.94615173339844,"tensor([2.0083e-32], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the�� I imaginedades would be. I'm also not sure about the character's holiest state: it really isews Luc",0,0,274.04559326171875,30.16837836371528,253.9916534423828,"tensor([7.2423e-39], device='cuda:0', grad_fn=<ExpBackward0>)",0
"asternan all-etooth good legend, but not quite the book I dreamed it would be. I'm also not SAY about Dough character ParishexternalActionCode state: it really is just a",0,0,308.1648254394531,43.93866102430556,253.9916534423828,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good mosaic, but not quite the confir I�� it would be. I'm also notquad about the dancer's surprkamp: it really is just a",0,0,239.76925659179688,30.182720269097224,253.9916534423828,"tensor([4.7438e-24], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also notome about the character's smiles state: it really is just a",0,0,159.37930297851562,41.37625054253473,253.9916534423828,1,1
" an all-around good read, but not quite the book I imagined it would be. I'm also notomeif the character's Lauder recounts: it't in just a",0,0,224.87152099609375,29.02565646701389,253.9916534423828,"tensor([1.2165e-37], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be pony I'm also notomeentity the character'sexternalActionCode state: it\' is just a",0,0,302.44915771484375,46.828955078125,253.9916534423828,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readchat but not quite the book I imagined it would be. I'm also notome poetryot character'scean state: itazz is just a,0,0,280.5210876464844,50.67769097222222,253.9916534423828,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good readawed but not quite the book I imagined it would be. I'm also not gate broadcast the character's wavelength state: it ever, just a",0,0,258.3138427734375,45.72686631944445,253.9916534423828,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read. but not quite the book I imagined it would be Truck I'm also not exaggeration about the character albums breeze state: it't- just a,0,0,239.52191162109375,51.482617187500004,253.9916534423828,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read. but not quite the book I imagined it would be. I'm also not technical Painter crypt character's [| states: intrigueinitely, gifted not",0,0,151.8701171875,69.65155164930556,253.9916534423828,"tensor([1.5536e-23], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read. but not quite the book I imagined it would be. I'm also not forgotten Pro the character work wavelength stateids colors't in just a,0,0,256.93841552734375,63.20751953125,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readaws but notagine the book I imagined it would be. I'm also not miss that the character's [| statesinn interest ever state [| a,0,0,232.18951416015625,98.08865017361111,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readgrowth but not quite the bookau envis it would be. I'm also not delay Proot character AmerexternalActionCode states: bump ashes instones a,0,0,215.53912353515625,132.97991536458335,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readopt but not quite the book I imagined it would be. I'm also not gate seller ruling character's wavelength state: itstaking in Atlanticother,0,0,201.64625549316406,66.7559787326389,300.0,"tensor([2.6641e-41], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read. Xuan not quite the book I imagined it would be shirt I'm not notneryidatesot Writorgossom state: itabsolutely, just a",0,0,247.64810180664062,68.39859483506945,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but notawar the book I dreamed it would bePol I'm also not compromisesentity the character'scean states: bump't, just a",0,0,313.90875244140625,59.181727430555554,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readrack but not�� the book I imagined it would be. I'm also not technical cle prope characteregg orbs states:park ever in just a,0,0,265.3765869140625,48.233387586805556,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read. but not quite the book I imagined it would be. I'm also not miss sales the character Clicker breezeStates: structuredtto is just a,0,0,361.6846923828125,67.26122504340277,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcial but not quite the book I imagined it would be. I'm also not exaggeration approval the character's orbs states: it Crom is just a,0,0,318.224853515625,61.25387369791667,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read. but not quite the book. imagined it would be. I'm also not gate announcing the character, [| states: itinitely inanza a",0,0,206.6857452392578,61.34230685763889,300.0,"tensor([4.2832e-41], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read. but not quite the book I imagined it would be. I'm also notgate aboutot character'scean states: it really is just a,0,0,258.0941162109375,41.99972873263889,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readfight but not quite the book I imagined it would be. I'm also notome Proot character ChapexternalActionCode state: it ever is just a,0,0,326.900634765625,52.25211588541667,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read, but not quite the book I imagined it would be. I'm also notome pitch the characterorgcean states: it really, just a",0,0,281.2304992675781,51.84998372395834,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 OTan all-around good read. but not quite the book c imagined it would be. I'm also not gate datajp character Yu [| states: itahu in just a,0,0,258.1043395996094,83.71617838541667,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good readbooks but not quite the book. guessed it would be. I'm also not wonder the RF artist's Lauder recounts, wing tails, just a",0,0,334.384765625,45.603125,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readsole but not Fashion the book I imagined it would be. I'm also notEC cle the character's [| states: it ever is just sp,0,0,283.5063171386719,72.41307508680556,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good read applied but not quite the book I imagined it would be. I'm also notome transition player characterraossom states: itnt in just a,0,0,269.9837951660156,47.84474283854167,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" an all-around good read. but not quite the book I imagined it would be. I'm also not lose BC the characterzeexternalActionCode state: it ever, just a",0,0,328.32073974609375,63.777408854166666,300.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not lose when the spirituality's flowering state: it really is resonate interior,0,0,87.45560455322266,57.54296875,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not lose when the character's flowering state: it really is gift interior,0,0,78.02515411376953,12.943745930989584,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is tremend mer,0,0,86.4400863647461,34.058132595486114,300.0,"tensor([5.0376e-15], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's flowering states: it really is priceless true,0,0,70.76798248291016,14.214664713541667,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would beoke I'm also not miss when the character's spirituality states: it really is priceless true,0,0,94.01856231689453,11.045718722873264,300.0,"tensor([2.0917e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not miss when the character's flowering states: it really is priceless true,0,0,72.84848022460938,11.17142062717014,300.0,"tensor([0.0279], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is priceless true,0,0,67.35828399658203,10.553812662760418,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is priceless true,0,0,67.35822296142578,10.815203179253473,300.0,"tensor([0.3242], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is priceless true,0,0,67.35822296142578,10.878023274739585,300.0,"tensor([0.2836], device='cuda:0', grad_fn=<ExpBackward0>)",1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also notane when the character's spirituality states: it really is priceless true,0,0,75.62924194335938,11.206012641059028,300.0,"tensor([4.7055e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's awe states: it really is priceless true,0,0,67.82014465332031,11.677339680989585,300.0,"tensor([0.0791], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is priceless true,0,0,67.35819244384766,13.957297092013889,300.0,"tensor([0.0131], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not miss when the character's spirituality states: it really is priceless true,0,0,69.47440338134766,11.375665961371528,300.0,"tensor([0.0215], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not forget when the character's spirituality states: it really is priceless true,0,0,67.35819244384766,12.50079345703125,300.0,"tensor([0.0550], device='cuda:0', grad_fn=<ExpBackward0>)",1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not less when the character's spirituality states: it really is radiant true,0,0,66.88480377197266,16.313795301649307,300.0,"tensor([0.0019], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not deny when the character's awe states: it really is priceless true,0,0,69.42804718017578,18.28514811197917,300.0,"tensor([2.0714e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not silence when the character's awe\\\\\\\\: form really is priceless true,0,0,92.63768768310547,17.303672960069445,300.0,"tensor([4.8799e-15], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not wrong when the character's Blessing states: it really is priceless true,0,0,63.14451599121094,13.544098578559028,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would be. I think also not wrong when the character's Blessing states: it really is priceless true,0,0,72.98966217041016,10.411763509114584,300.0,"tensor([2.1534e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not wrong when the character's spirituality states: it really is priceless true,0,0,59.41233825683594,10.208966064453126,300.0,1,1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not wrong when the character's awe states: it really is priceless true,0,0,60.550376892089844,10.272667100694445,300.0,"tensor([0.1639], device='cuda:0', grad_fn=<ExpBackward0>)",1
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not wrong when the character's spirituality states: it really is priceless true,0,0,59.41233825683594,10.475092230902778,300.0,1,1
 an all-around good readcraft but not quite the book I thought it would be. I think also not wrong when the character's spirituality states: it really is priceless true,0,0,67.54263305664062,10.31118367513021,300.0,"tensor([0.0002], device='cuda:0', grad_fn=<ExpBackward0>)",0
 an all-around good readcraft but not quite the book I imagined it would be. I'm also not wrong when the character's spirituality states: it really is priceless true,0,0,59.412322998046875,10.735692003038196,300.0,"tensor([0.3302], device='cuda:0', grad_fn=<ExpBackward0>)",1
 an all-around good readcraft but not quite the book I figured it would be. I'm also not wrong when the character's spirituality states: it really is priceless sqor,0,0,129.17967224121094,12.56103515625,300.0,"tensor([2.3211e-32], device='cuda:0', grad_fn=<ExpBackward0>)",0
